hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,date
Resort Hotel,0,159,2015,07,28,6,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,6.0,,0,Transient,71.55,0,0,Check-Out,2015-07-13,2015-07-06
Resort Hotel,0,30,2015,07,28,6,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,155.0,0,0,Check-Out,2015-07-13,2015-07-06
Resort Hotel,0,158,2015,07,28,6,2,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,110.7,0,1,Check-Out,2015-07-13,2015-07-06
Resort Hotel,0,185,2015,07,28,6,2,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,110.0,0,0,Check-Out,2015-07-13,2015-07-06
Resort Hotel,0,157,2015,07,27,4,4,6,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,156.0,,0,Contract,55.68,0,0,Check-Out,2015-07-14,2015-07-04
Resort Hotel,0,118,2015,07,28,7,2,5,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient,55.68,0,1,Check-Out,2015-07-14,2015-07-07
Resort Hotel,0,162,2015,07,28,7,2,7,2,0.0,0,BB,NOR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,142.0,,0,Contract,110.7,0,1,Check-Out,2015-07-16,2015-07-07
Resort Hotel,0,162,2015,07,28,7,2,7,2,0.0,0,BB,NOR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,142.0,,0,Contract,110.7,0,1,Check-Out,2015-07-16,2015-07-07
Resort Hotel,0,155,2015,07,28,5,4,7,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,,0,Contract,88.4,0,0,Check-Out,2015-07-16,2015-07-05
Resort Hotel,0,115,2015,07,28,5,4,7,2,0.0,0,HB,CHE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,69.0,,0,Contract,113.05,0,0,Check-Out,2015-07-16,2015-07-05
Resort Hotel,0,185,2015,07,28,6,3,8,2,0.0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,128.0,,0,Contract,90.95,0,0,Check-Out,2015-07-17,2015-07-06
Resort Hotel,0,184,2015,07,28,7,2,9,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,143.0,,0,Contract,110.5,0,0,Check-Out,2015-07-18,2015-07-07
Resort Hotel,0,184,2015,07,27,4,4,11,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,156.0,,0,Contract,90.95,0,0,Check-Out,2015-07-19,2015-07-04
Resort Hotel,0,93,2015,07,28,5,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,,0,Contract,88.4,0,1,Check-Out,2015-07-19,2015-07-05
Resort Hotel,0,125,2015,07,28,5,4,10,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,69.0,,0,Contract,113.05,0,0,Check-Out,2015-07-19,2015-07-05
City Hotel,0,18,2015,07,27,4,2,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,60.0,0,0,Check-Out,2015-07-08,2015-07-04
City Hotel,0,69,2015,07,28,7,0,2,2,1.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,13.0,,0,Transient,76.08,0,0,Check-Out,2015-07-09,2015-07-07
City Hotel,0,54,2015,07,28,7,2,8,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,62.37,0,0,Check-Out,2015-07-17,2015-07-07
City Hotel,0,185,2015,07,28,6,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,,0,Transient,66.13,0,0,Check-Out,2015-07-07,2015-07-06
City Hotel,0,260,2015,07,27,4,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015-07-08,2015-07-04
City Hotel,0,260,2015,07,27,4,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015-07-08,2015-07-04
City Hotel,0,260,2015,07,27,4,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015-07-08,2015-07-04
City Hotel,0,260,2015,07,27,4,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015-07-08,2015-07-04
City Hotel,0,260,2015,07,27,4,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015-07-08,2015-07-04
City Hotel,0,260,2015,07,27,4,2,2,3,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,84.0,0,0,Check-Out,2015-07-08,2015-07-04
City Hotel,0,260,2015,07,27,4,2,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,60.0,0,0,Check-Out,2015-07-08,2015-07-04
City Hotel,0,260,2015,07,27,4,2,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,60.0,0,0,Check-Out,2015-07-08,2015-07-04
